master_protein,0h_1_total,0h_2_total,0h_3_total,6h_1_total,6h_2_total,6h_3_total,6h_4_total,23h_1_total,23h_2_total,23h_3_total,0h_1_OOPS,0h_2_OOPS,0h_3_OOPS,6h_1_OOPS,6h_2_OOPS,6h_3_OOPS,6h_4_OOPS,23h_1_OOPS,23h_2_OOPS,23h_3_OOPS
P13489,0.129897629,0.203320627,0.355357763,0.411576967,0.448445735,0.568421056,0.491221089,0.583387308,0.568843428,0.56907609,0.018173032,-0.050283321,0.038149433,-0.353356065,-0.265158926,-0.214784474,-0.243899901,-0.157528953,-0.140939417,-0.157561928
P13639,1.577652626,1.669961543,1.777383262,2.006945402,1.994134066,2.087111958,2.010459953,2.084278816,2.058692173,1.654687627,1.770186863,1.881315095,2.007963253,1.43928407,1.230180872,1.284394446,1.716163431,1.844317465,1.794458178,2.029645592
P13667,1.343168385,1.199887351,1.225029275,0.707190777,0.724033379,0.746757224,0.785981003,0.663521677,0.604796692,0.735818501,-0.008242817,-0.072651134,-0.068498778,0.429757104,0.339732761,0.227864475,0.268432444,0.661284021,0.784325057,0.87475498
P13797,0.703570891,0.684478493,0.774782858,0.73258085,0.721750175,0.710331108,0.706626787,0.822709935,0.780479136,0.596550521,0.013600302,0.200788893,0.113070931,-0.154481451,0.012402086,-0.069295285,0.35743745,0.481812309,0.275062128,0.077352414
P13804,1.028024271,0.892962165,1,0.564930656,0.544101145,0.631120507,0.586780871,0.270706359,0.305453635,0.444547427,-0.222065554,-0.238864418,-0.135612974,1.413748324,1.927332524,1.761325295,1.70386029,-0.57870519,-0.591717724,0.111774127
P13861,0.446058822,0.384225495,0.266143015,0.244248143,0.303161425,0.210839428,0.20206746,0.175056787,0.144563776,0.38701928,-0.958878635,-0.844158513,-0.784202767,-1.35575058,-1.087802896,-1.184424571,-0.969999989,-1.082146071,-0.97358836,-1.318978071
P13995,1.466394896,1.23817954,1.302869217,0.79725435,0.742102833,0.873787721,0.863075806,0.726945339,0.701266016,0.333471724,0.068127244,-0.215429208,-0.141259086,1.418024997,1.503172234,1.44944753,1.437364586,-0.238064214,-0.562162114,-0.003978664
P14550,0.161586416,0.324582548,0.447628284,0.653203248,0.666620137,0.659657031,0.62285237,0.690555419,0.587619727,0.550821291,-0.237090569,-0.201520301,-0.506916699,-0.598793511,-0.638039828,-0.677408749,-0.246647204,-0.482058577,-0.788980601,-0.020003962
P14618,1.882168178,2.00630154,2.060454204,2.254933765,2.25863129,2.319188842,2.244007974,2.481558325,2.400201158,2.173186739,0.7458561,0.877787564,0.685557918,1.051959005,1.103771134,1.100570063,1.743914367,1.518850037,1.446629115,1.255382261
P14635,1.627280443,1.579291758,1.487187285,-0.679470498,-0.61309301,-0.496984319,-0.487867043,-0.077065393,-0.275604412,-0.500925631,0.985544017,0.910052462,0.976365726,-0.58234299,-0.455642663,-0.609041419,-0.362631075,-0.72494376,-0.766984824,-1.509137557
P14649,0.847310726,0.854938718,0.796349484,0.614836808,0.421712349,0.567504407,0.547918669,0.608461075,0.599573473,0.348442659,1.251481231,1.33889576,0.849504067,1.061905716,1.086207485,1.21154933,1.369385303,0.720173261,0.653128887,0.464644923
P14678,0.26663151,-0.009310137,0.052851882,0.56570927,0.421507639,0.298545167,0.635908522,0.970131438,0.597623526,0.514364144,1.410246941,1.392770001,1.570856135,0.670431843,0.90279403,0.582439726,0.383789682,0.842000175,1.255853074,1.741811174
P14866,1.39744431,1.306794998,1.464563669,1.031336745,1.078934468,1.113322278,1.101593397,1.205899547,1.167280356,0.893448379,2.262221988,2.308855156,2.546445744,2.2494601,1.978293431,1.958936443,1.734239631,2.257975208,2.320425688,2.639694829
P14868,1.035944359,0.987989731,0.943813945,1.090078563,1.024389909,1.049284231,1.107149123,0.916384309,1.061896027,0.97561692,-0.051330326,-0.074585253,0.260588975,0.249949335,0.386073159,0.337366603,0.566587191,0.194887601,0.154886198,0.586761628
P15170,0.306694348,0.330831244,0.499356567,0.625078546,0.645903171,0.704560336,0.661379615,0.70288444,0.646601351,0.299923864,1.486761848,1.078816963,1.174122865,0.879253786,0.804766836,0.840872472,0.724333455,0.992147712,0.944642085,1.041134074
P15407,0.156277505,0.141328521,0.269644704,0.655194545,0.763481676,0.724229911,0.708186818,-1.032250519,-1.24729013,-1.581331204,-1.61035633,-1.253121498,-1.683675892,-1.193300699,-1.526464,-1.372554168,-1.457938035,-2.655426766,-2.621744687,-3.148606623
P15408,0.172803402,-0.107037835,-0.482668855,-0.249137756,-0.196378933,-0.303490847,-0.217578741,-0.715267014,-0.886930817,-0.809283151,0.29433671,0.501915669,0.522774986,0.395404203,0.411740899,0.470664016,0.552579837,-0.256476251,-0.18798799,-0.848748786
P15531,1.480641276,1.505571479,1.74382319,2.101746066,2.054851909,2.048714152,2.053841151,1.840815608,2.03438191,1.516653228,0.591420734,0.623550208,0.632692678,1.059549013,1.105365106,1.183349612,1.369385303,1.00830348,1.331061744,1.235525275
P15880,2.082789207,2.049856284,2.334696433,2.200057232,2.121522097,2.231734561,2.041790098,2.178856514,2.176822094,1.718702573,3.364454958,3.796212956,3.842556301,3.384203141,3.333209242,3.290211432,2.825137693,3.726456801,3.831036196,4.07448708
P16152,0.198857294,0.177152185,0.275358355,0.416246727,0.401511402,0.512380921,0.38880408,0.536730964,0.484760409,0.482710434,-1.190386535,-0.49688757,-0.96907811,-1.007228275,-0.853505018,-0.974360179,-0.604088402,-0.81520721,-0.760055915,-0.778912109
P16220,0.978279203,1.01675465,0.949433082,0.886048545,0.930172659,1.0324902,0.979799054,1.017233913,0.861899112,1.177178431,0.85485285,0.593527725,0.684364128,-0.034941287,0.126437329,-0.07557243,0.116035441,0.270980827,0.202937053,0.158004062
P16383,-0.347885885,-0.07814169,0.332380459,-0.245855172,-0.137887445,-0.102520904,-0.179371864,0.01926502,0.21953757,-0.022720031,-0.800180889,-0.504083071,-0.414489259,-0.604595797,-0.676955626,-0.757003347,-0.66574292,-0.482918604,-0.685018862,-0.580405913
P16403,1.317162013,1.14290725,0.824432333,0.792165906,0.712520987,0.57430533,0.851268325,1.638827978,1.63833942,1.512644944,0.464105313,0.215757484,0.152973337,0.534039874,0.403350813,0.090619852,0.118554608,1.757136251,1.59270493,1.796066303
P16435,0.618413234,0.454408234,0.399251981,0.216062603,0.110433527,0.186125839,0.240213744,0.069254358,0.145312238,0.231204393,-0.619970327,-0.591955827,-0.598786994,0.300617589,0.465885718,0.376631799,0.638865342,-0.657014181,-0.552474378,-0.341066204
P16615,0.65296251,0.441327512,0.461231417,0.192050457,0.132609608,0.233456716,0.21192088,0.15985036,0.080051919,0.069474934,-0.329258451,-0.797245582,-0.358463344,-0.257582449,0.123227773,0.03170886,0.443573164,-0.841438752,-1.073942119,-0.708786022
P16949,1.480281719,1.614258953,1.459732745,2.121341138,2.143284879,2.067911285,2.163314129,2.287432135,2.357174694,2.20077014,0.904491302,1.288425271,0.861701157,0.965338494,0.683234576,0.664325898,0.643395,1.568834297,1.445094206,1.362271762
P16989,0.184441035,0.233852772,0.145029528,0.072279043,0.09095538,0.094912291,0.084280531,0.251328746,0.169657802,-0.145634235,1.660128726,1.754435853,1.842869923,1.827427271,1.601225636,1.812907887,0.9330862,1.698878483,1.868740602,1.547431277
P17096,1.7834163,1.438473515,1.463641675,2.199648832,2.232280336,2.10661834,2.328218986,1.942783964,1.991485929,2.007095152,0.416564969,0.371696992,0.276474596,0.791631852,0.706100226,0.613856767,0.295123766,2.525605231,1.901817269,1.206853509
P17174,0.416802012,0.644252632,0.587546441,0.818357697,0.775030749,0.887219498,0.82140871,0.964882973,0.875269531,0.773343588,-2.130902103,-1.420018807,-2.232112516,-0.981115435,-1.202722335,-0.954942725,-0.364828631,-0.426401253,-0.548282525,-1.010237655
P17252,0.00575107,-0.033871423,-0.038608454,0.031588633,-0.080747053,0.021792,0.076847135,-0.179400449,0.059365785,0.283163098,-0.512725012,-0.410973667,-0.205312457,-0.320535888,-0.136020114,-0.246808615,-0.024978628,-0.612443596,-0.573223925,-0.058625256
P17275,-0.283345633,-0.088807098,-0.160679041,0.093282213,0.082279353,0.038750827,0.126294877,-1.249268101,-1.357424498,-1.029383761,-0.237938465,-0.212774212,-0.517866999,-0.471402553,-0.501725053,-0.59645018,-0.630614697,-1.73310613,-1.363653331,-1.244575681
P17480,0.910977856,0.766763986,0.787752954,0.506971254,0.552351568,0.528900908,0.49294003,0.664241806,0.568835531,0.448964922,1.993322601,1.914923493,1.909134178,1.405955257,1.41051501,1.538668848,0.978138936,1.258265261,1.718678849,2.183304524
P17655,-0.084428428,0.041792847,0.100255461,0.219858148,0.237808727,0.269581378,0.15771067,0.35974634,0.356760554,0.094840672,0.490861872,0.30875739,-0.314442082,-0.357149218,-0.251256998,-0.422352401,0.044148273,0.156905832,0.02526619,0.110553974
P17812,0.847101823,0.865971173,0.93707379,1.185942178,1.122508016,1.262148935,1.17284119,0.775536353,0.775769735,0.623088878,-0.198852252,0.012652523,0.072189908,-0.325514237,-0.26678206,-0.107680762,0.070641996,-0.382179036,-0.430446035,0.12687255
P17980,1.093898274,1.187758596,1.28153873,1.281692919,1.293229686,1.349986389,1.288051542,1.485318324,1.449676451,0.953106099,0.302311827,0.522877904,0.378442599,0.577334919,0.748515779,0.616396048,0.847776941,0.224704314,0.322121945,0.64139208
P17987,1.074930643,1.18939578,1.234538032,1.302977037,1.316513849,1.39946808,1.312204869,1.495818382,1.389182285,1.235572148,0.162136766,0.190574294,-0.039523795,0.265653916,0.389231266,0.232872435,1.049191366,0.588085081,0.501002196,0.320918338
P18031,0.410034097,0.278758402,0.334941776,0.347323059,0.261540334,0.257990221,0.360286879,0.055222474,0.207678419,0.021348608,-0.542344098,-0.680333711,-0.70497067,-0.035740963,0.076532424,-0.035396508,0.1327103,-0.835777417,-0.735300616,-0.745350473
P18085,-0.419407182,-0.753763503,-0.486686215,0.353462622,0.240484928,0.175925881,0.265761103,-0.185750185,0.163407666,0.088557496,-0.240485147,-0.147939261,0.482133001,-0.294175301,-0.091154106,-0.18895423,-0.242600371,-1.032194249,-0.959913423,0.716743851
P18124,1.778303517,1.835033915,1.928187444,1.820717561,1.844984493,1.898568177,1.797024759,1.865929418,1.863514176,1.660937619,1.979842377,2.198143495,2.148709268,2.192757733,1.981452502,1.902003328,1.670205121,2.351665827,2.260938913,2.472502283
P18206,0.661470991,0.703589518,0.655610965,0.948965628,0.895280888,0.925836641,0.957415023,0.75022187,0.723072047,0.770660133,-0.381391255,-0.468459162,-0.3317287,-0.275482343,-0.485598631,-0.353476162,0.186046104,0.825573626,0.734135292,-0.372587041
P18583,0.160482003,0.008439382,0.100955769,0.002348429,0.016683784,0.082147139,0.037606264,0.094915462,0.112374075,0.08506553,0.911423744,1.01286389,1.147152827,0.636066423,0.706918432,0.580080377,0.280526082,0.982792431,1.190450322,1.147567888
P18615,-0.337210277,-0.331238232,-0.364485852,-0.273542284,-0.25454449,-0.327279762,-0.280980133,-0.03449596,-0.178291799,-0.514932032,0.057800106,-0.123723024,-0.442904941,-0.405528141,-0.220961453,-0.753644335,-0.557473708,-0.234583645,0.009133649,-0.252229254
P18669,1.161382588,1.298143365,1.414336559,1.549778105,1.577247626,1.613269637,1.595713478,1.761330134,1.715293856,1.290796423,0.026367598,0.305331373,-0.532366568,0.684061126,0.649999286,0.451631777,0.95335592,0.784303599,1.216424406,0.75446984
P18754,1.230438351,1.143958777,1.246295132,0.782782862,0.813728963,0.853411046,0.901875618,0.986181768,0.924696818,0.309240623,-0.129777545,-0.058961779,-0.209427662,0.517846819,0.242421779,0.133751389,0.403955098,0.138090392,0.265531148,0.134019822
P18858,0.249283025,0.300369934,0.281549212,0.446896629,0.370881566,0.455743911,0.453733563,0.38668014,0.322039498,0.347585697,0.233976122,-0.267743532,0.03429925,-0.076728545,-0.366859184,-0.062214047,0.012328985,-0.163366847,-0.208862072,-0.030056104
P18887,0.220003103,0.236082397,0.214467461,0.500848463,0.544702769,0.53876969,0.566835883,0.275245995,0.415567555,0.753529535,-0.518894779,-0.390827094,-0.062187515,0.129875942,0.333080553,0.093109404,0.3158525,-0.619046331,-0.444659894,-0.107534856
P19174,-0.59902558,-0.622802826,-0.641258954,-0.54968146,-0.41535438,-0.446475305,-0.512054043,-0.3408715,-0.36819402,-0.304940087,-1.081362642,-1.424562732,-1.17900118,-1.308986113,-1.410288986,-1.015337323,-1.175486175,-1.044838458,-1.228402259,-1.029836832
P19338,1.753546506,1.684908232,1.62702656,1.756869376,1.762387896,1.765950997,1.783202229,1.779105445,1.630606167,1.570783301,3.026216269,3.224145851,3.153566571,2.638187194,2.935387821,2.85651749,2.44456699,3.088302893,3.323900613,3.216952746
P19367,1.095777864,1.005625435,1.03549781,0.646977383,0.704252672,0.685239802,0.73345501,0.589961777,0.572589409,0.545525075,0.14493776,0.131800276,-0.20310143,-0.055229521,0.012749013,-0.070920072,0.763616341,-0.003937798,-0.217513942,-0.378690607
P19525,0.25242458,0.176633286,0.221122699,0.273657621,0.264837968,0.277765901,0.318380641,0.107513469,0.178338599,-0.040354879,0.524749694,0.726273674,0.774914751,0.633462373,0.783391263,0.538452536,0.607836008,0.610755251,0.57396723,0.931485306
P19623,-0.104341337,-0.046901371,-0.089610186,0.16193578,0.18499478,0.258623065,0.113196566,0.300123833,0.336281374,-0.099044639,-0.28535727,-0.370957988,-0.442904941,-0.515228794,-0.524952533,-0.374272685,-0.19002471,-0.281696241,-0.25598809,-0.318978071
P19784,0.164013154,0.208091653,0.302786586,0.23566297,0.309370389,0.244358481,0.286496313,0.167528664,0.142743586,-0.068652404,0.655831209,0.491401447,0.620573036,0.49061445,0.619572252,0.747868872,0.753226149,0.321114261,0.295159697,0.566046955
P19838,0.384701269,0.606001413,0.535175123,0.635372579,0.630558038,0.700839753,0.678853259,0.166551559,0.168731847,0.06292848,0.022124374,-0.167799684,0.050512618,-0.920928429,-0.687062113,-0.417028797,-0.502607084,-0.44471615,-1.393213128,-0.980269618
P20020,0.409942181,0.418749664,0.174728346,-0.052390613,-0.227226311,-0.236897197,-0.043458671,-0.143486984,-0.084422266,0.193826283,-0.901327613,-0.640144621,-1.70229157,-0.215961297,-0.277104531,-0.321928095,0.069596186,-0.301284047,-0.488161532,-1.49393515
P20042,0.896895073,0.878060082,0.977277002,0.879341715,1.036299649,0.918265326,0.985278028,0.981519665,0.916864651,0.851446857,0.288460143,0.787716919,0.495807938,0.613161742,0.50383876,0.325240829,0.390710348,0.657943932,0.777052172,0.827690461
P20073,0.043183726,0.16894907,0.095075,0.334241574,0.34564178,0.337342782,0.383025355,0.328198958,0.396226162,0.244248777,0.123371697,0.047265149,0.032458034,-0.550139623,-0.61140289,-0.442615648,-0.312604003,-0.057128629,-0.270364905,-0.210289489
P20290,0.467650579,0.471339319,0.483338725,0.975727955,0.977197307,0.899439792,0.813022088,0.945447001,0.894399359,0.522411876,0.133619032,0.437440626,0.348334503,0.686948046,0.457569252,0.471939891,0.017681174,1.018721197,1.117372578,0.848016792
P20700,1.759468916,1.631150335,1.573593182,1.080409058,1.075460379,1.113485481,1.197363549,1.18815326,1.162576528,1.144888496,2.062180153,2.00546548,2.036611712,1.589916848,1.475065033,1.414528359,1.421558689,1.621095588,1.762394333,1.823787666
P21291,0.84936829,0.834338705,1.091106572,1.225976024,1.211414366,1.312654937,1.174103833,0.523499493,0.460321027,0.163446837,0.787284119,1.03569612,0.82099882,0.074632506,-0.318587982,-0.24647134,0.067502288,0.250429268,0.155563795,-0.202573771
P21333,1.697015478,1.665198794,1.631567625,1.278311805,1.288043648,1.374311661,1.391341556,1.478969245,1.39097464,1.302948005,1.750171259,1.745773609,1.582868367,1.388164357,1.350509006,1.358706006,2.020217833,1.529326918,1.367506011,1.106147326
P21359,-0.454891759,-0.300874731,-0.381745159,-0.431025129,-0.445406481,-0.317392983,-0.492403321,-0.38418234,-0.333280123,-0.378597931,-0.432402143,-0.527719436,-0.632794723,-1.136717171,-1.016616807,-0.95648654,-0.850167491,-0.76162617,-0.945019207,-0.960074082
P21399,-0.042465984,-0.037840325,0.021857128,0.305277576,0.228157225,0.304748219,0.245010146,0.161220126,0.134876862,0.095085076,-1.800180889,-2.053421662,-2.214190608,-2.01383101,-2.274562336,-2.086799686,-1.675256723,-1.768320823,-2.034391639,-2.021093199
P21796,1.704076301,1.495447346,1.624475943,1.428797213,1.298944659,1.471702801,1.41735552,1.04519096,0.969995401,1.190302661,-0.510674272,-0.49688757,0.029042156,0.446001636,0.319683405,0.109187612,0.487681848,0.146377187,0.181502916,0.277104378
P21964,0.43250199,0.445834826,0.522529358,0.360622949,0.314009639,0.262690743,0.2659427,0.648378332,0.505518969,0.117098489,-0.54698998,-0.495691801,-0.424757594,-0.1484146,0.095818094,0.094973753,0.13909404,-1.056313777,-1.011876844,-0.199487792
P21980,0.437480034,0.505457849,0.679727321,0.949564016,0.930258993,1.025138969,0.944581947,0.404070509,0.422313636,0.318491833,-0.655711468,-0.495293432,-0.551225596,-0.726130396,-0.588785344,-0.577024681,-0.236551326,-1.126703105,-1.105378232,-0.399314279
P22059,-0.131857879,-0.040681955,0.124386747,-0.06845505,0.034248275,0.059079233,-0.061410716,-0.063681615,-0.110018346,-0.228586555,0.087547449,0.173988834,0.036546439,0.150199417,0.026386316,0.373912167,0.499206486,0.641267459,0.473298006,-0.012402239
P22087,1.510501492,1.276416757,1.365810156,1.245852191,1.153674703,1.256366723,1.194460609,1.154404801,1.11085236,0.912044296,1.718144419,1.727144511,1.792805502,1.733224555,1.634223514,1.633872101,1.386797068,1.675239572,1.663105304,1.86489986
P22102,0.353314352,0.387411885,0.482092932,0.692173936,0.663178157,0.746460975,0.71305175,0.655407253,0.696645981,0.562620783,0.035149296,-0.26468503,-0.127356529,-0.517338169,-0.53396917,-0.477251547,-0.079291081,-0.486795082,-0.603556967,0.090876117
P22234,0.961658486,0.994655883,1.126714274,1.328258572,1.314818139,1.403003649,1.375003625,1.520910785,1.470947231,1.210448825,0.036220188,0.031969829,-0.119933682,0.505504672,0.509196794,0.527219929,0.909933027,0.821874527,0.851163333,0.45312127
P22307,0.64163649,0.422881096,0.578717913,0.530112049,0.442499316,0.425930798,0.351428111,0.390379498,0.219339954,0.410837254,-0.360003828,-0.948266916,-0.568198674,1.246581442,1.540031412,1.4639471,1.616634233,-0.265327169,-0.754143222,-0.382651816
P22314,0.59593128,0.667588352,0.729867194,0.909152636,0.912997198,0.977290442,0.95247147,0.948411691,0.894479731,1.070787881,0.098811342,0.084357601,-0.011075479,0.287226073,0.180147916,0.292018346,0.834373148,0.59680189,0.510992163,0.582238318
P22570,1.277696773,1.089770868,0.999526675,0.613675581,0.648592732,0.663976146,0.70842545,0.149485526,0.129441746,0.414173778,-0.002015139,-0.112681936,-0.045057426,1.496201786,1.935275404,1.908402146,1.737870464,-0.785194641,-0.95267278,0.1356964
P22626,2.214382345,2.21391222,2.226555882,1.926254077,2.064807152,1.97975678,2.038088481,2.001405751,2.038206741,1.887910195,3.140395544,3.155778076,3.271911926,3.069704792,2.84309499,2.937724392,2.487495756,3.085895233,3.172390946,3.173506625
P22676,1.029110269,1.072069243,1.1325614,1.378427166,1.334044797,1.391307862,1.34840486,1.182419178,1.161003202,0.918105164,-0.897303356,-0.738548325,-0.745076436,-0.813348542,-1.347493859,-1.046509965,-1.168751341,-0.828263363,-0.67102559,-0.714060964
P22695,1.266704827,1.137395075,1.079633049,0.718259367,0.714002267,0.726812753,0.765548507,0.398962736,0.478966721,0.542158224,-0.466280153,-0.388605854,0.153318521,0.237575393,0.224048126,0.232872435,0.581970686,0.178279483,0.287536456,0.201610517
P23246,1.394806778,1.368612602,1.344867623,1.077833061,1.097955456,1.137322776,1.179815189,1.269172628,1.196471805,0.760196459,1.625590383,1.490551505,1.470386142,1.939586517,1.783781422,1.747171665,1.255656807,1.729080539,1.946336545,2.062934481
P23258,-0.260607945,-0.191831971,-0.34902797,-0.38185667,-0.296543095,-0.351347961,-0.36796071,-0.156048679,-0.277880726,-0.461967515,-0.798303602,-0.38196258,-0.566066087,-1.055797176,-0.943014551,-0.949168087,-0.911005942,-1.056953979,-0.848630089,-0.910485701
P23368,0.776081128,0.632282589,0.664923274,0.295007207,0.335379341,0.314608347,0.411544548,0.168335339,0.141762235,0.06815647,-0.073773487,0.440775374,0.053289703,0.105713004,0.357460056,0.255830613,0.476678188,-0.117102221,-0.178718692,0.091027351
P23381,0.363201078,0.449477818,0.615302409,0.795196611,0.810766549,0.800313159,0.829378865,0.485661889,0.48931857,0.209704949,-0.185471045,0.024488247,-0.062187515,0.278680597,0.176068097,0.069915459,0.449421654,0.175011769,0.213032931,-0.208765605
P23396,1.001953827,0.902543611,1.081050491,1.588874428,1.405035988,1.410972749,1.44174044,2.017008058,1.782457213,1.360599375,1.443911663,1.491353841,1.642723269,1.856134736,1.879230983,1.847880532,1.561560627,1.848189779,1.88037228,1.899541584
P23497,-0.870564107,-0.644829132,-1.025061922,-0.735660439,-0.611416433,-0.666060926,-0.695535368,-0.887219697,-0.823992298,-0.670529097,-0.326249701,-0.545549689,-0.266328232,-1.404804805,-1.157522915,-1.218748832,-1.122003082,-0.68778214,-0.7975696,-0.226873679
P23526,0.806439008,1.007430985,1.144078133,1.15677488,1.186916792,1.289807812,1.223294471,1.322006453,1.230234214,0.799796432,2.332533033,1.912081093,1.785809392,2.095115394,2.020420756,1.904261502,2.454104212,2.132096696,2.046960406,1.912142807
P23588,0.906281283,0.953889204,0.930959979,1.22704609,1.266293621,1.250415718,1.257907917,1.465841494,1.322683529,0.967440152,0.890240439,0.824151597,0.633620755,1.186723447,1.228727522,1.39176772,0.83412542,1.650494559,1.809780389,1.435675522
P23919,-0.262754538,-0.24658593,-0.159198595,0.315526514,0.30369467,0.17702049,0.23853704,0.374545959,0.281802366,0.466737667,-0.802060622,-0.867168491,-0.445516154,-0.391846379,-0.165154687,-0.086095417,-0.224528798,-1.049290243,-0.898300232,-0.289148717
P23921,0.405831961,0.417831959,0.523990857,0.755142395,0.696676441,0.774511665,0.733558286,0.815925221,0.852544735,0.522979053,0.306251189,0.355886477,0.686273718,0.339000066,0.404778988,0.403850664,0.998547608,0.659503602,0.609999491,0.806050392
P24534,1.416816618,1.487160901,1.578728476,1.638831544,1.718532225,1.796579059,1.661671618,1.694831481,1.485489149,1.280202066,1.02084897,0.745665644,-0.181175551,0.525868514,0.186346318,-0.094144536,0.506798684,0.594948067,0.447618907,0.306924061
P24666,0.249906219,0.210547305,0.219313028,0.417799961,0.440664948,0.468316497,0.408061006,0.580709098,0.39709614,0.350924974,0.02707359,0.121966621,-0.42218365,-0.650158374,-0.742631801,-0.325248453,-0.733340998,-0.4893852,-0.67102559,-0.730002508
P24752,1.397097177,1.246580036,1.343439171,0.88984307,0.90685596,0.996577814,0.967929107,0.853393674,0.756461308,1.013902068,-0.377415275,-0.347848274,0.235493034,1.576635866,1.86319681,1.745412211,1.760143745,0.195717752,0.253423377,0.357774611
P24844,1.256071703,1.1331147,1.383641475,1.044023994,1.208807014,1.025797306,1.293372043,0.498997526,0.816285985,0.780830815,0.301357137,0.379537745,0.144664056,0.094501612,0.310400164,-0.193498155,0.042490956,-0.434697394,0.266362433,0.19599691
P24928,0.164630218,0.061960282,0.048484829,0.169812738,0.174378331,0.186730278,0.17588907,0.10632738,0.152235893,0.101659714,-0.367738413,-0.454452304,-0.523471996,0.04419264,-0.063148947,-0.04357706,0.033848036,0.192547055,0.129949245,-0.006495954
P25205,0.247740725,0.327865259,0.351710703,0.44808037,0.506013753,0.520595324,0.482775203,0.670673314,0.727553623,0.686689841,0.629342091,0.554040975,0.710988331,0.598926669,0.731562869,0.52483994,0.860780503,0.548565817,0.515921955,0.941747486
P25325,0.646800315,0.655140948,0.634350528,0.601078752,0.638185712,0.685494333,0.614854656,0.686709727,0.646284762,0.758276999,-1.38514339,-1.129275417,-1.379114929,-0.597139992,-0.011739609,-0.22571278,-0.339756609,-1.609623077,-1.718207526,-1.155766414
P25398,1.410521432,1.541087806,1.719117468,1.810914643,1.80598972,1.848668374,1.688769365,2.111257669,1.854954135,1.676463855,0.609210047,0.76452242,0.748108683,0.733402919,0.962707747,0.598825154,0.896201513,0.653142946,0.561110215,0.895107141
P25685,1.091292623,1.154900288,1.146130167,1.292717721,1.275513022,1.319999883,1.330142876,1.177897711,1.076362364,1.144531785,1.292576252,1.18372416,1.303940384,1.16537809,1.186715341,1.122044305,1.483107185,0.896188477,0.888335505,1.368939341
P25686,-0.314742833,-0.19687701,-0.320364596,-0.135093749,-0.222160899,-0.134037114,-0.235675205,-0.490047038,-0.493598919,0.032356885,-0.416476597,-0.423425408,-0.449441858,-1.167305491,-0.935465109,-1.096695722,-1.098499145,-1.035975889,-1.352443523,-1.616993546
P25789,0.592250151,0.609667657,0.639543197,0.940191519,0.883338124,0.912241157,0.881004554,0.78365314,0.84753828,0.649444568,-1.074530608,-1.092656826,-0.766954287,-1.176535817,-0.990724015,-0.947248333,-0.912210697,-1.105797339,-0.845483534,-0.832403515
P26038,1.356310569,1.347749466,1.221660353,1.137019695,1.109621256,1.163746581,1.20479459,1.235199286,1.126052826,1.037131941,0.75817908,0.860622752,0.706542943,0.233200574,-0.041839819,-0.053573357,-0.057171632,0.339439329,0.441817127,0.34038682
P26196,0.12241987,0.17509625,0.167751685,0.292758236,0.227428776,0.302019374,0.215122058,0.483780318,0.277291038,0.008844292,0.508020223,0.628942347,0.473488457,0.730635355,0.603408089,0.566696838,0.535971254,0.874375865,0.915455271,0.901482017
P26358,-0.089409657,0.003459304,-0.043152379,0.03179151,0.022553409,0.07641465,0.03491812,0.395213852,0.386436816,0.174039775,-0.402149815,-0.528738216,-0.654180218,-0.186654238,-0.44012838,-0.228041586,-0.217892655,0.173557072,0.195997344,-0.330184397
P26368,1.159597863,1.127994117,1.221800741,1.232675465,1.217588008,1.24082967,1.307775846,1.255996658,1.203979242,0.866443939,0.880764619,0.845883676,1.1548816,1.538362157,1.465503433,1.39307529,1.041402305,1.356251373,1.391317528,1.527944004
P26373,1.203601092,1.278424236,1.181270349,1.116097461,0.937254089,0.911248002,0.843014968,1.252787293,1.189409152,0.791162934,1.18186198,1.237114227,1.270520419,1.224310744,1.132016969,1.199902454,0.979737926,0.898914519,1.014338808,1.048050278
P26583,1.745527364,1.769940359,1.889113612,1.317358437,1.431301109,1.367436992,1.378291165,1.601654302,1.511556937,1.121115742,0.809613465,0.925198122,0.605042325,0.381319857,0.759170855,0.58595712,0.759292681,3.462467646,3.33301588,2.116602239
P26599,0.878637996,0.885197693,0.934653765,0.711440377,0.650440581,0.756667236,0.7028311,0.851310359,0.734940435,0.653584821,2.369660621,2.571663467,2.458234734,2.27550263,2.240771035,2.074127434,1.817468817,2.592010784,2.560479173,2.800627804
P26639,1.125511771,1.160951906,1.238774828,1.54754081,1.486342006,1.56785217,1.593003112,1.572132863,1.559991963,1.132375983,-0.032925687,0.085680416,0.087345698,0.608153621,0.518320794,0.662937451,1.028017833,1.0094385,1.054608532,0.755424319
P26640,0.356465345,0.336001511,0.389364493,0.467290731,0.487884637,0.499386196,0.512483765,0.609036599,0.619907827,0.434473585,0.027275239,0.1948762,0.115856791,-0.010375811,0.01069778,0.050374452,0.460972788,0.124624659,0.233865404,0.177600354
P26641,1.424225879,1.419193978,1.425581217,1.647500501,1.591253179,1.682696218,1.754780193,1.540737608,1.54387148,1.259807548,0.478390837,0.607826808,0.292274544,1.106487605,1.030855509,1.07688309,1.370741514,1.219431976,1.132848966,0.871086949
P27144,0.53351003,0.440757164,0.504233612,0.18758991,0.252963868,0.236504923,0.250975335,0.146175423,0.156488252,0.018568178,-0.622115499,-0.308735473,-0.516036167,1.196218436,1.632779736,1.409055341,1.317109651,-1.099188555,-1.280330051,-0.430330912
